player_id,puzzle_id,total_windows,pct_cluster_0,count_cluster_0,pct_cluster_1,count_cluster_1,pct_cluster_2,count_cluster_2,pct_cluster_3,count_cluster_3,pct_cluster_4,count_cluster_4,transition_count,completion_time,success,error_count,stuck_group,error_group
5,Spoke Puzzle: Amount of Protein,14,0.0,0,0.14285714285714285,2,0.2857142857142857,4,0.0,0,0.5714285714285714,8,6,64.00143660000003,1,0,High stuck %,High error-state %
5,Spoke Puzzle: Amount of Sunlight,49,0.2857142857142857,14,0.14285714285714285,7,0.10204081632653061,5,0.24489795918367346,12,0.22448979591836735,11,21,241.44131230000005,1,0,High stuck %,Low error-state %
5,Spoke Puzzle: Pasta in Sauce,19,0.21052631578947367,4,0.2631578947368421,5,0.47368421052631576,9,0.0,0,0.05263157894736842,1,14,87.31527400000004,1,2,Low stuck %,High error-state %
5,Spoke Puzzle: Water Amount,41,0.0,0,0.36585365853658536,15,0.0975609756097561,4,0.5365853658536586,22,0.0,0,22,202.9779606,1,0,Low stuck %,Low error-state %
6,Hub Puzzle: Cooking Pot,566,0.07597173144876325,43,0.4717314487632509,267,0.12897526501766785,73,0.22968197879858657,130,0.09363957597173145,53,253,2827.8879281,1,5,Low stuck %,Low error-state %
9,Hub Puzzle: Cooking Pot,82,0.024390243902439025,2,0.6951219512195121,57,0.18292682926829268,15,0.012195121951219513,1,0.08536585365853659,7,32,403.4467291000001,1,5,Low stuck %,Low error-state %
9,Spoke Puzzle: Amount of Protein,52,0.09615384615384616,5,0.38461538461538464,20,0.1346153846153846,7,0.38461538461538464,20,0.0,0,19,252.72703969999975,1,3,Low stuck %,Low error-state %
9,Spoke Puzzle: Amount of Sunlight,83,0.1566265060240964,13,0.24096385542168675,20,0.07228915662650602,6,0.2289156626506024,19,0.30120481927710846,25,42,411.8358852000001,1,0,High stuck %,Low error-state %
9,Spoke Puzzle: Pasta in Sauce,69,0.07246376811594203,5,0.14492753623188406,10,0.057971014492753624,4,0.15942028985507245,11,0.5652173913043478,39,33,342.29867049999996,1,0,High stuck %,Low error-state %
9,Spoke Puzzle: Water Amount,105,0.06666666666666667,7,0.10476190476190476,11,0.06666666666666667,7,0.4666666666666667,49,0.29523809523809524,31,38,519.5112323000001,1,3,High stuck %,Low error-state %
10,Hub Puzzle: Cooking Pot,142,0.09859154929577464,14,0.6056338028169014,86,0.16901408450704225,24,0.0,0,0.1267605633802817,18,60,701.8585302000001,1,5,High stuck %,Low error-state %
10,Spoke Puzzle: Amount of Protein,90,0.2111111111111111,19,0.26666666666666666,24,0.13333333333333333,12,0.18888888888888888,17,0.2,18,39,444.62194350000004,1,9,High stuck %,Low error-state %
10,Spoke Puzzle: Amount of Sunlight,32,0.03125,1,0.78125,25,0.125,4,0.0625,2,0.0,0,8,155.65332219999982,1,0,Low stuck %,Low error-state %
10,Spoke Puzzle: Pasta in Sauce,69,0.014492753623188406,1,0.3333333333333333,23,0.07246376811594203,5,0.5072463768115942,35,0.07246376811594203,5,30,339.1921742,1,1,Low stuck %,Low error-state %
10,Spoke Puzzle: Water Amount,64,0.015625,1,0.421875,27,0.140625,9,0.34375,22,0.078125,5,34,313.7616456999999,1,4,Low stuck %,Low error-state %
12,Hub Puzzle: Cooking Pot,35,0.11428571428571428,4,0.37142857142857144,13,0.5142857142857142,18,0.0,0,0.0,0,21,170.449302,1,11,Low stuck %,High error-state %
12,Spoke Puzzle: Amount of Protein,18,0.3333333333333333,6,0.3333333333333333,6,0.2777777777777778,5,0.05555555555555555,1,0.0,0,11,83.25087050000002,1,2,Low stuck %,High error-state %
12,Spoke Puzzle: Amount of Sunlight,13,0.6923076923076923,9,0.0,0,0.3076923076923077,4,0.0,0,0.0,0,3,60.07748360000005,1,2,Low stuck %,High error-state %
12,Spoke Puzzle: Pasta in Sauce,33,0.0,0,0.42424242424242425,14,0.15151515151515152,5,0.30303030303030304,10,0.12121212121212122,4,21,163.68821440000005,1,0,Low stuck %,Low error-state %
12,Spoke Puzzle: Water Amount,81,0.037037037037037035,3,0.2222222222222222,18,0.04938271604938271,4,0.35802469135802467,29,0.3333333333333333,27,45,400.48961900000006,1,0,High stuck %,Low error-state %
14,Hub Puzzle: Cooking Pot,146,0.17123287671232876,25,0.4589041095890411,67,0.19863013698630136,29,0.03424657534246575,5,0.136986301369863,20,61,722.9594048999998,1,0,High stuck %,Low error-state %
14,Spoke Puzzle: Amount of Protein,83,0.20481927710843373,17,0.3132530120481928,26,0.07228915662650602,6,0.12048192771084337,10,0.2891566265060241,24,49,406.4375229,1,2,High stuck %,Low error-state %
14,Spoke Puzzle: Amount of Sunlight,33,0.06060606060606061,2,0.5151515151515151,17,0.24242424242424243,8,0.15151515151515152,5,0.030303030303030304,1,21,157.99971200000005,1,2,Low stuck %,High error-state %
14,Spoke Puzzle: Pasta in Sauce,5,0.0,0,0.2,1,0.6,3,0.0,0,0.2,1,2,21.79244589999996,1,0,High stuck %,High error-state %
14,Spoke Puzzle: Water Amount,24,0.0,0,0.08333333333333333,2,0.25,6,0.4166666666666667,10,0.25,6,18,117.10002239999994,1,2,High stuck %,High error-state %
22,Hub Puzzle: Cooking Pot,182,0.02197802197802198,4,0.5824175824175825,106,0.37362637362637363,68,0.02197802197802198,4,0.0,0,58,906.0187435999999,1,27,Low stuck %,High error-state %
22,Spoke Puzzle: Amount of Protein,38,0.15789473684210525,6,0.2894736842105263,11,0.13157894736842105,5,0.05263157894736842,2,0.3684210526315789,14,19,189.27245199999993,1,1,High stuck %,Low error-state %
22,Spoke Puzzle: Amount of Sunlight,14,0.07142857142857142,1,0.5,7,0.42857142857142855,6,0.0,0,0.0,0,5,61.48686639999994,1,3,Low stuck %,High error-state %
22,Spoke Puzzle: Pasta in Sauce,10,0.0,0,0.4,4,0.4,4,0.0,0,0.2,2,8,48.440131199999996,1,0,High stuck %,High error-state %
22,Spoke Puzzle: Water Amount,18,0.0,0,0.6111111111111112,11,0.3333333333333333,6,0.05555555555555555,1,0.0,0,9,83.48190569999997,1,2,Low stuck %,High error-state %
23,Hub Puzzle: Cooking Pot,156,0.02564102564102564,4,0.44871794871794873,70,0.16025641025641027,25,0.10897435897435898,17,0.2564102564102564,40,68,775.1424235,1,10,High stuck %,Low error-state %
23,Spoke Puzzle: Amount of Protein,18,0.05555555555555555,1,0.5555555555555556,10,0.3333333333333333,6,0.05555555555555555,1,0.0,0,8,85.27114410000013,1,2,Low stuck %,High error-state %
23,Spoke Puzzle: Amount of Sunlight,48,0.1875,9,0.5,24,0.08333333333333333,4,0.125,6,0.10416666666666667,5,22,235.34278789999996,1,0,Low stuck %,Low error-state %
23,Spoke Puzzle: Pasta in Sauce,20,0.0,0,0.5,10,0.4,8,0.05,1,0.05,1,9,97.42916030000015,1,2,Low stuck %,High error-state %
23,Spoke Puzzle: Water Amount,25,0.28,7,0.24,6,0.16,4,0.28,7,0.04,1,13,115.83006949999992,1,1,Low stuck %,Low error-state %
