participant_id,puzzle_id,window_start,dominant_tension,suggested_support,support_confidence,support_rationale,support_category
1,Transition,100.0069473,navigating_but_idle,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,105.0052461,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,110.002259,navigating_but_idle,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,115.0110648,navigating_but_stalled,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,120.0099156,navigating_but_idle,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,125.0077478,navigating_but_idle,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,130.011075,scanning_but_passive,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,135.0024471,navigating_but_idle,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Spoke Puzzle: Pasta in Sauce,140.0091112,focused_but_idle,gentle_probe,0.6,Focused attention + no action (persistent). Could be deep thinking or paralysis. Probe gently.,probe
1,Spoke Puzzle: Pasta in Sauce,145.0051718,scattered_but_progressing,wait,0.75,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch
1,Spoke Puzzle: Pasta in Sauce,150.0185715,scattered_but_progressing,wait,0.75,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch
1,Spoke Puzzle: Pasta in Sauce,155.0103002,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Spoke Puzzle: Pasta in Sauce,160.0010048,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Spoke Puzzle: Pasta in Sauce,165.0118647,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Spoke Puzzle: Pasta in Sauce,170.0074448,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Spoke Puzzle: Pasta in Sauce,175.0052754,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Spoke Puzzle: Pasta in Sauce,180.0131885,stationed_and_progressing,wait,0.6,No clear pattern but player is progressing.,watch
1,Spoke Puzzle: Pasta in Sauce,185.0068066,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Spoke Puzzle: Pasta in Sauce,190.0056242,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Spoke Puzzle: Pasta in Sauce,195.0056488,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Transition,200.0008866,idle_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,205.0056202,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,210.0127188,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,215.0059625,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,220.0111929,pop_says_exploring_but_focused,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,225.0047672,idle_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,230.0028463,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,235.01116,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,240.0067663,idle_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,245.0061627,idle_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,250.0035398,idle_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,255.0015656,navigating_but_idle,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,260.0101982,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,265.0080023,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,270.0089308,navigating_but_idle,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,275.0023037,navigating_but_idle,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,280.0116241,navigating_but_idle,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Spoke Puzzle: Amount of Protein,285.0114686,scanning_but_passive,monitor_closely,0.5,"Attention says searching, Action says inactive — transient. May resolve on its own.",probe
1,Spoke Puzzle: Amount of Protein,290.0051103,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Spoke Puzzle: Amount of Protein,295.0007214,stationed_and_progressing,wait,0.6,No clear pattern but player is progressing.,watch
1,Spoke Puzzle: Amount of Protein,300.0105516,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Spoke Puzzle: Amount of Protein,305.0023214,scattered_but_progressing,wait,0.75,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch
1,Spoke Puzzle: Amount of Protein,310.0117793,stationed_and_progressing,wait,0.6,No clear pattern but player is progressing.,watch
1,Spoke Puzzle: Amount of Protein,315.0022439,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Spoke Puzzle: Amount of Protein,320.0119432,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Spoke Puzzle: Amount of Protein,325.0144527,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Spoke Puzzle: Amount of Protein,330.0149499,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Spoke Puzzle: Amount of Protein,335.0083868,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Spoke Puzzle: Amount of Protein,340.0111306,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Spoke Puzzle: Amount of Protein,345.0077289,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Spoke Puzzle: Amount of Protein,350.0023623,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Transition,355.0007628,idle_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,360.0030133,idle_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,365.0006772,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,370.0027926,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,375.0021242,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,380.0133871,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,385.0154553,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,390.0061733,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,395.0027802,scanning_but_passive,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,400.0123381,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,405.0010114,idle_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,410.0140787,focused_but_idle,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,415.011747,navigating_but_idle,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,420.0033979,pop_confirms_impasse,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,425.0195397,focused_but_idle,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,430.0116115,focused_but_idle,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,435.009278,focused_but_idle,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,440.0131121,scanning_but_passive,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Spoke Puzzle: Water Amount,445.0109726,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Spoke Puzzle: Water Amount,450.0037604,scattered_but_progressing,wait,0.75,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch
1,Spoke Puzzle: Water Amount,455.0124868,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Spoke Puzzle: Water Amount,460.0123697,scattered_but_progressing,wait,0.75,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch
1,Spoke Puzzle: Water Amount,465.0037205,scattered_but_progressing,wait,0.75,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch
1,Spoke Puzzle: Water Amount,470.0137868,scattered_but_progressing,gentle_probe,0.55,Scattered attention + nominally progressing but persistent pattern. Probe to check if player is genuinely making progress.,probe
1,Spoke Puzzle: Water Amount,475.0113545,scattered_but_progressing,gentle_probe,0.55,Scattered attention + nominally progressing but persistent pattern. Probe to check if player is genuinely making progress.,probe
1,Spoke Puzzle: Water Amount,480.002274,scattered_but_progressing,gentle_probe,0.55,Scattered attention + nominally progressing but persistent pattern. Probe to check if player is genuinely making progress.,probe
1,Transition,485.0143548,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,490.0107548,idle_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,495.0044854,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,500.0069496,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,505.0074544,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,510.0207935,idle_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,515.0082124,focused_but_idle,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,520.0011343,idle_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,525.0021838,idle_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,530.0134334,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,535.0095213,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,540.0008787,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,545.0026991,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,550.0038284,focused_progress,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,555.0240012,navigating_but_idle,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,560.0004479,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,565.0114374,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,570.0066563,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,575.0021793,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,580.0005325,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,585.0005314,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Spoke Puzzle: Amount of Sunlight,590.0134169,scattered_but_progressing,gentle_probe,0.55,Scattered attention + nominally progressing but persistent pattern. Probe to check if player is genuinely making progress.,probe
1,Spoke Puzzle: Amount of Sunlight,595.0077176,scattered_but_progressing,gentle_probe,0.55,Scattered attention + nominally progressing but persistent pattern. Probe to check if player is genuinely making progress.,probe
1,Spoke Puzzle: Amount of Sunlight,600.0145511,scattered_but_progressing,gentle_probe,0.55,Scattered attention + nominally progressing but persistent pattern. Probe to check if player is genuinely making progress.,probe
1,Spoke Puzzle: Amount of Sunlight,605.0063748,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Spoke Puzzle: Amount of Sunlight,610.006505,scattered_but_progressing,gentle_probe,0.55,Scattered attention + nominally progressing but persistent pattern. Probe to check if player is genuinely making progress.,probe
1,Spoke Puzzle: Amount of Sunlight,615.0065758,scattered_but_progressing,gentle_probe,0.55,Scattered attention + nominally progressing but persistent pattern. Probe to check if player is genuinely making progress.,probe
1,Spoke Puzzle: Amount of Sunlight,620.0065852,scattered_but_progressing,gentle_probe,0.55,Scattered attention + nominally progressing but persistent pattern. Probe to check if player is genuinely making progress.,probe
1,Spoke Puzzle: Amount of Sunlight,625.0078952,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Spoke Puzzle: Amount of Sunlight,630.0110803,scattered_but_progressing,gentle_probe,0.55,Scattered attention + nominally progressing but persistent pattern. Probe to check if player is genuinely making progress.,probe
1,Spoke Puzzle: Amount of Sunlight,635.0101206,scattered_but_progressing,gentle_probe,0.55,Scattered attention + nominally progressing but persistent pattern. Probe to check if player is genuinely making progress.,probe
1,Spoke Puzzle: Amount of Sunlight,640.0052645,scattered_but_progressing,gentle_probe,0.55,Scattered attention + nominally progressing but persistent pattern. Probe to check if player is genuinely making progress.,probe
1,Spoke Puzzle: Amount of Sunlight,645.0022675,scattered_but_progressing,gentle_probe,0.55,Scattered attention + nominally progressing but persistent pattern. Probe to check if player is genuinely making progress.,probe
1,Spoke Puzzle: Amount of Sunlight,650.0051033,scanning_but_passive,monitor_closely,0.5,"Attention says searching, Action says inactive — transient. May resolve on its own.",probe
1,Spoke Puzzle: Amount of Sunlight,655.0013243,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Transition,660.0038116,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,665.0114281,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,670.0199542,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,675.0065769,focused_progress,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,680.0011968,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,685.0223386,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,690.0104434,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,695.0080732,focused_progress,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,700.0170827,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,705.0014619,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,710.0124777,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,715.0108148,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,720.0065038,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,725.0095645,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,730.0117118,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,735.0011043,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,740.0065263,focused_but_idle,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,745.0035951,focused_but_idle,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,750.0017897,pop_says_stuck_but_active,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,755.001624,navigating_but_idle,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,760.0261714,engaged_and_active,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,765.0074017,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,770.0040567,navigating_but_stalled,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,775.003463,focused_but_idle,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,780.0030292,navigating_but_stalled,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,785.0129657,navigating_but_idle,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,790.005386,scanning_but_passive,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Hub Puzzle: Cooking Pot,795.0070998,pop_says_solving_but_stalled,spatial_hint,0.5,No clear agent pattern but persistent stalling detected.,consensus_intervene
1,Hub Puzzle: Cooking Pot,800.0116747,scattered_but_progressing,wait,0.75,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch
1,Hub Puzzle: Cooking Pot,805.0264786,scattered_but_progressing,wait,0.75,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch
1,Hub Puzzle: Cooking Pot,810.0119232,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Hub Puzzle: Cooking Pot,815.0128563,scattered_but_progressing,gentle_probe,0.55,Scattered attention + nominally progressing but persistent pattern. Probe to check if player is genuinely making progress.,probe
1,Hub Puzzle: Cooking Pot,820.0060882,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Hub Puzzle: Cooking Pot,825.0046247,scattered_but_progressing,wait,0.75,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch
1,Hub Puzzle: Cooking Pot,830.0073105,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Hub Puzzle: Cooking Pot,835.0100376,scattered_but_progressing,gentle_probe,0.55,Scattered attention + nominally progressing but persistent pattern. Probe to check if player is genuinely making progress.,probe
1,Hub Puzzle: Cooking Pot,840.0057127,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Hub Puzzle: Cooking Pot,845.0047565,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Hub Puzzle: Cooking Pot,850.0100585,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Hub Puzzle: Cooking Pot,855.000081,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Hub Puzzle: Cooking Pot,860.002858,focused_but_idle,gentle_probe,0.6,Focused attention + no action (persistent). Could be deep thinking or paralysis. Probe gently.,probe
1,Hub Puzzle: Cooking Pot,865.0040756,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Hub Puzzle: Cooking Pot,870.009903,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Hub Puzzle: Cooking Pot,875.0074448,scattered_but_progressing,wait,0.75,Attention looks scattered but player IS progressing. Don't interrupt what's working.,watch
1,Hub Puzzle: Cooking Pot,880.0116121,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Hub Puzzle: Cooking Pot,885.0022036,focused_but_idle,monitor_closely,0.5,Focused + idle — may be thinking. Monitor closely.,probe
1,Hub Puzzle: Cooking Pot,890.0069663,focused_progress,wait,0.8,Agents agree: productive engagement (focused_progress),watch
1,Hub Puzzle: Cooking Pot,895.0083275,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Hub Puzzle: Cooking Pot,900.0056014,focused_but_idle,gentle_probe,0.6,Focused attention + no action (persistent). Could be deep thinking or paralysis. Probe gently.,probe
1,Hub Puzzle: Cooking Pot,905.0011908,focused_but_idle,gentle_probe,0.6,Focused attention + no action (persistent). Could be deep thinking or paralysis. Probe gently.,probe
1,Hub Puzzle: Cooking Pot,910.0016414,focused_but_idle,gentle_probe,0.6,Focused attention + no action (persistent). Could be deep thinking or paralysis. Probe gently.,probe
1,Hub Puzzle: Cooking Pot,915.0133265,focused_but_idle,gentle_probe,0.6,Focused attention + no action (persistent). Could be deep thinking or paralysis. Probe gently.,probe
1,Hub Puzzle: Cooking Pot,920.0041175,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Hub Puzzle: Cooking Pot,925.0033223,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Hub Puzzle: Cooking Pot,930.007952,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Hub Puzzle: Cooking Pot,935.0132876,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Hub Puzzle: Cooking Pot,940.007504,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Hub Puzzle: Cooking Pot,945.003862,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Hub Puzzle: Cooking Pot,950.004068,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Hub Puzzle: Cooking Pot,955.002398,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Hub Puzzle: Cooking Pot,960.0114422,scattered_but_progressing,gentle_probe,0.55,Scattered attention + nominally progressing but persistent pattern. Probe to check if player is genuinely making progress.,probe
1,Hub Puzzle: Cooking Pot,965.0029039,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Hub Puzzle: Cooking Pot,970.0028791,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Hub Puzzle: Cooking Pot,975.0033867,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Hub Puzzle: Cooking Pot,980.0019206,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Hub Puzzle: Cooking Pot,985.0227794,focused_but_idle,monitor_closely,0.5,Focused + idle — may be thinking. Monitor closely.,probe
1,Hub Puzzle: Cooking Pot,990.0232672,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Hub Puzzle: Cooking Pot,995.0139534,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Hub Puzzle: Cooking Pot,1000.0027076,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Hub Puzzle: Cooking Pot,1005.0054043,idle_but_progressing,wait,0.7,"Low activity but progress detected. Player may be using minimal, efficient actions.",watch
1,Transition,1010.0015963,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,1015.0071424,idle_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,1020.0108696,idle_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,1025.01013,idle_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
1,Transition,1030.0024426,idle_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
2,Transition,0.1291099,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
2,Transition,5.0117302,focused_progress,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
2,Transition,10.0083018,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
2,Transition,15.0043826,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
2,Transition,20.0052482,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
2,Transition,25.0125602,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
2,Transition,30.0112828,scanning_but_passive,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
2,Transition,35.0068611,idle_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
2,Transition,40.0061239,scanning_but_passive,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
2,Transition,45.000213,scanning_but_passive,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
2,Transition,50.0100673,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
2,Transition,55.0133513,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
2,Transition,60.0091657,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
2,Transition,65.0116017,scattered_but_progressing,wait,0.7,Transition phase — scanning and idle behavior is normal navigation.,watch
