VideoTimeStamp,SegmentStart,SegmentEnd,Transcript,SpeakerID
User-16_2025-06-30 17-23-05,145.68,149.0,this is everything,16
User-16_2025-06-30 17-23-05,175.68,181.8,now it's okay if I want to do everything again it's fine I'm just reading this I,16
User-16_2025-06-30 17-23-05,181.8,185.48000000000002,can do that it's okay,16
User-16_2025-06-30 17-23-05,205.68,223.22,okay I did not anymore let's keep it running let's keep it running let's not,16
User-16_2025-06-30 17-23-05,223.22,226.12,okay okay,16
User-16_2025-06-30 17-23-05,228.68,233.12,yeah it did,16
User-16_2025-06-30 17-23-05,235.68,254.04000000000002,I'm gonna see if I can oh yeah I found something me and menu okay yeah it's,16
User-16_2025-06-30 17-23-05,254.04000000000002,261.26,done yeah no I'm still in the room,16
User-16_2025-06-30 17-23-05,262.28000000000003,265.28000000000003,again,16
User-16_2025-06-30 17-23-05,283.68,286.92,hopefully we'll finally get to the part where you can do the room you know it,16
User-16_2025-06-30 17-23-05,286.92,289.92,he does,16
User-16_2025-06-30 17-23-05,295.68,301.86,if after this if it does not then we just don't just a jacket,16
User-16_2025-06-30 17-23-05,306.48,309.48,let me know if you need help tightening it,16
User-16_2025-06-30 17-23-05,310.02,313.28000000000003,ok she looking you can start the calibration,16
User-16_2025-06-30 17-23-05,313.92,316.92,I was the calibration yes,16
User-16_2025-06-30 17-23-05,324.68,327.92,in the room,16
User-16_2025-06-30 17-23-05,349.56,351.56,IーーーーW Spiritfromandyостock.com,16
User-16_2025-06-30 17-23-05,351.56,352.52,yes but anyway,16
User-16_2025-06-30 17-23-05,352.52,354.04,consciousness many iron I still menu here no oh shit level up it Punto Puebla for fundamental no not like no my little project and then another thing relatively non선 the reason why this doesn't quite work is net it I got pause later but we always added nerd I say no but it's no matter left command so you've got some Left1 disadvantages like this method a common feature yes let's see where you get any touch here I'm saying nice my question is what it could boost the functionality even right here,16
User-16_2025-06-30 17-23-05,358.22,360.22,In short,16
User-16_2025-06-30 17-23-05,371.58000000000004,373.58000000000004,Use one cup,16
User-16_2025-06-30 17-23-05,398.6,403.6,"Okay, I'm getting",16
User-16_2025-06-30 17-23-05,458.08000000000004,460.08000000000004,What's this,16
User-16_2025-06-30 17-23-05,580.18,582.4599999999999,Why are the two votes for amount,16
User-16_2025-06-30 17-23-05,624.04,626.04,You have space to walk closer,16
User-16_2025-06-30 17-23-05,633.8,635.8,"Yeah, I can",16
User-16_2025-06-30 17-23-05,707.8,713.18,So what assumptions are you making about this puzzle and how can you test those assumptions,16
User-16_2025-06-30 17-23-05,714.04,719.8,What assumptions making okay about this specific one or all the ones,16
User-16_2025-06-30 17-23-05,722.0999999999999,724.5,Some I have to open this box and,16
User-16_2025-06-30 17-23-05,725.48,728.4599999999999,It is something got to do with the numbers,16
User-16_2025-06-30 17-23-05,728.5799999999999,735.56,So like 15 grams of protein per hundred grams and like hundred like the difference of only five,16
User-16_2025-06-30 17-23-05,737.36,743.5799999999999,"And then I can see the numbers or something like corresponding to that, but I'm trying to figure out how",16
User-16_2025-06-30 17-23-05,744.04,746.04,Like do I have to,16
User-16_2025-06-30 17-23-05,747.42,749.42,What is this?,16
User-16_2025-06-30 17-23-05,750.0799999999999,752.0799999999999,"Okay, let's look around more",16
User-16_2025-06-30 17-23-05,774.26,775.32,discuss,16
User-16_2025-06-30 17-23-05,776.48,777.44,coffee,16
User-16_2025-06-30 17-23-05,780.44,780.7800000000001,morning,16
User-16_2025-06-30 17-23-05,781.1600000000001,782.0200000000001,there's two questions and you're saying it's one versus one to bet or twoatory is positive on three Logan you know something or something taş,16
User-16_2025-06-30 17-23-05,782.02,784.02,"Oh, it's put into the table.",16
User-16_2025-06-30 17-23-05,784.02,787.02,Reach forward as if you're trying to pick it up.,16
User-16_2025-06-30 17-23-05,787.02,790.02,"Towards the right, the one that's...",16
User-16_2025-06-30 17-23-05,790.02,792.02,"Yeah, do you see the triangle in front of the table?",16
User-16_2025-06-30 17-23-05,792.02,793.02,"Yeah, just like that.",16
User-16_2025-06-30 17-23-05,793.02,796.02,"Lift it, you can lift it in the air, and just release it there.",16
User-16_2025-06-30 17-23-05,812.02,816.02,"Nice and steady, like this.",16
User-16_2025-06-30 17-23-05,816.02,817.02,You can lift it you Tonic.,16
User-16_2025-06-30 17-23-05,817.02,818.02,Show me how easy it is.,16
User-16_2025-06-30 17-23-05,819.02,820.02,"If you can find something simply easy to master,",16
User-16_2025-06-30 17-23-05,820.02,821.02,"and if you think there's one that you like,",16
User-16_2025-06-30 17-23-05,821.02,822.02,"and you piano,",16
User-16_2025-06-30 17-23-05,822.02,840.02,yeah you can really simply start mandaling free catches of the otherёр,16
User-16_2025-06-30 17-23-05,842.02,844.02,Okay.,16
User-16_2025-06-30 17-23-05,872.02,888.38,"Oh, this and this don't correlate.",16
User-16_2025-06-30 17-23-05,889.04,889.66,"Damn, okay.",16
User-16_2025-06-30 17-23-05,890.3,891.3,Boat has six.,16
User-16_2025-06-30 17-23-05,891.74,892.6,And he's seven.,16
User-16_2025-06-30 17-23-05,893.5,894.52,"And he ate. No, they do.",16
User-16_2025-06-30 17-23-05,896.84,897.54,"Oh, no.",16
User-16_2025-06-30 17-23-05,902.02,903.98,Okay.,16
User-16_2025-06-30 17-23-05,904.3199999999999,905.6,This and this does correlate.,16
User-16_2025-06-30 17-23-05,907.3199999999999,909.52,Child who prefers...,16
User-16_2025-06-30 17-23-05,909.52,911.42,"Okay, the seven-year-old loves carbonara.",16
User-16_2025-06-30 17-23-05,912.84,914.52,The seven-year...,16
User-16_2025-06-30 17-23-05,914.52,920.52,Sorry.,16
User-16_2025-06-30 17-23-05,922.52,924.0799999999999,Okay.,16
User-16_2025-06-30 17-23-05,938.42,939.46,Is he on goal?,16
User-16_2025-06-30 17-23-05,947.46,948.74,This is getting messy.,16
User-16_2025-06-30 17-23-05,961.4399999999999,961.92,Okay.,16
User-16_2025-06-30 17-23-05,961.92,961.98,Okay.,16
User-16_2025-06-30 17-23-05,962.02,962.12,Okay.,16
User-16_2025-06-30 17-23-05,979.3,981.4399999999999,I just used to have the second one.,16
User-16_2025-06-30 17-23-05,984.12,986.66,I'm glad that this doesn't spill.,16
User-16_2025-06-30 17-23-05,987.48,988.02,Otherwise...,16
User-16_2025-06-30 17-23-05,988.6,988.8199999999999,Okay.,16
User-16_2025-06-30 17-23-05,988.8199999999999,990.8199999999999,I used to...,16
User-16_2025-06-30 17-23-05,991.4399999999999,991.6999999999999,This.,16
User-16_2025-06-30 17-23-05,992.02,993.78,"Oh, it's okay.",16
User-16_2025-06-30 17-23-05,996.92,997.42,Okay.,16
User-16_2025-06-30 17-23-05,1018.4399999999999,1019.36,Gotcha.,16
User-16_2025-06-30 17-23-05,1022.06,1022.88,A supervised bus.,16
User-16_2025-06-30 17-23-05,1022.88,1022.92,Awesome.,16
User-16_2025-06-30 17-23-05,1022.92,1024.22,Tel committee will approve of this.,16
User-16_2025-06-30 17-23-05,1024.32,1025.5,The two indigenous parties got into Congress.,16
User-16_2025-06-30 17-23-05,1027.02,1027.7,Should we trust that they meet first or try and get our last war employment他 posture?,16
User-16_2025-06-30 17-23-05,1027.7,1028.16,Which one?,16
User-16_2025-06-30 17-23-05,1028.22,1028.92,Just needs to make sure it makes sense.,16
User-16_2025-06-30 17-23-05,1030.92,1033.8799999999999,"Make sure your headset can see your thumb,",16
User-16_2025-06-30 17-23-05,1033.8799999999999,1035.3,"so it's like too far away,",16
User-16_2025-06-30 17-23-05,1035.3,1036.32,so your headset can see your thumb.,16
User-16_2025-06-30 17-23-05,1036.32,1037.04,"I'm just trying like I said,",16
User-16_2025-06-30 17-23-05,1037.04,1037.32,ильно sé si sí.,16
User-16_2025-06-30 17-23-05,1037.32,1037.5,I agree.,16
User-16_2025-06-30 17-23-05,1037.5,1039.04,Even I think it's better you're manual and you're making use of your brain 집 Strategic,16
User-16_2025-06-30 17-23-05,1039.04,1039.56,This is Idol Maiden,16
User-16_2025-06-30 17-23-05,1039.56,1039.84,"Anyway,",16
User-16_2025-06-30 17-23-05,1039.84,1039.98,we'll send you a vacation.,16
User-16_2025-06-30 17-23-05,1039.98,1043.0,It is time to was a Utaholesia.,16
User-16_2025-06-30 17-23-05,1046.62,1046.72,"Yes, bye.",16
User-16_2025-06-30 17-23-05,1046.78,1047.22,Bye bye.,16
User-16_2025-06-30 17-23-05,1047.22,1047.98,See you tomorrow.,16
User-16_2025-06-30 17-23-05,1047.98,1048.04,Adios.,16
User-16_2025-06-30 17-23-05,1048.04,1048.06,Good night.,16
User-16_2025-06-30 17-23-05,1051.3,1081.28,Thank you.,16
User-16_2025-06-30 17-23-05,1081.3,1111.28,Thank you.,16
User-16_2025-06-30 17-23-05,1111.3,1141.28,Thank you.,16
User-16_2025-06-30 17-23-05,1141.3,1143.3,Thank you.,16
User-16_2025-06-30 17-23-05,1158.76,1165.56,"So based on the last puzzle and the strategies you used there, how can you apply that here?",16
User-16_2025-06-30 17-23-05,1165.56,1167.24,What does that tell you?,16
User-16_2025-06-30 17-23-05,1167.34,1168.6599999999999,Don't go through that door.,16
User-16_2025-06-30 17-23-05,1171.3,1178.08,What strategies can I use?,16
User-16_2025-06-30 17-23-05,1178.74,1179.7,For kids.,16
User-16_2025-06-30 17-23-05,1182.04,1182.6399999999999,Pussies.,16
User-16_2025-06-30 17-23-05,1192.72,1194.2,There you go.,16
User-16_2025-06-30 17-23-05,1261.3,1291.28,Thank you.,16
User-16_2025-06-30 17-23-05,1291.3,1321.28,Thank you.,16
User-16_2025-06-30 17-23-05,1321.3,1351.28,Thank you.,16
User-16_2025-06-30 17-23-05,1351.3,1381.28,Thank you.,16
User-16_2025-06-30 17-23-05,1381.3,1411.28,Thank you.,16
User-16_2025-06-30 17-23-05,1411.3,1441.28,Thank you.,16
User-16_2025-06-30 17-23-05,1441.3,1471.28,Thank you.,16
User-16_2025-06-30 17-23-05,1471.3,1501.28,Thank you.,16
User-16_2025-06-30 17-23-05,1501.3,1531.28,Thank you.,16
User-16_2025-06-30 17-23-05,1531.3,1561.28,Thank you.,16
User-16_2025-06-30 17-23-05,1561.3,1591.28,Thank you.,16
User-16_2025-06-30 17-23-05,1591.3,1621.28,Thank you.,16
User-16_2025-06-30 17-23-05,1621.3,1651.28,Thank you.,16
User-16_2025-06-30 17-23-05,1651.3,1654.36,Thank you.,16
User-16_2025-06-30 17-23-05,1654.36,1664.84,Thank you.,16
User-16_2025-06-30 17-23-05,1664.8799999999999,1667.04,Thank you.,16
User-16_2025-06-30 17-23-05,1667.26,1668.28,Thank you.,16
User-16_2025-06-30 17-23-05,1668.3,1680.3999999999999,Thank you.,16
User-16_2025-06-30 17-23-05,1680.3999999999999,1680.44,Thank you.,16
User-16_2025-06-30 17-23-05,1681.3,1701.6599999999999,So I would recommend checking the holes around the box.,16
User-16_2025-06-30 17-23-05,1711.3,1727.54,Hol Vinsky Chrome.,16
User-16_2025-06-30 17-23-05,1740.78,1741.28,Yeah.,16
User-16_2025-06-30 17-23-05,1741.28,1741.3,Yeah.,16
User-16_2025-06-30 17-23-05,1741.3,1746.8799999999999,There's some space.,16
User-16_2025-06-30 17-23-05,1771.3,1772.3,Okay.,16
User-16_2025-06-30 17-23-05,1801.3,1803.3,Okay.,16
User-16_2025-06-30 17-23-05,1831.3,1832.3,Okay.,16
User-16_2025-06-30 17-23-05,1854.3,1859.06,So what strategies did you use in the other puzzles and how can you apply them here?,16
User-16_2025-06-30 17-23-05,1859.9199999999998,1860.74,"I mean,",16
User-16_2025-06-30 17-23-05,1860.8999999999999,1861.28,"those were,",16
User-16_2025-06-30 17-23-05,1861.3,1864.3799999999999,"kind of like simple math,",16
User-16_2025-06-30 17-23-05,1865.1,1865.3999999999999,"like,",16
User-16_2025-06-30 17-23-05,1866.82,1869.0,"X's to X,",16
User-16_2025-06-30 17-23-05,1869.06,1869.76,"like simple,",16
User-16_2025-06-30 17-23-05,1870.02,1870.84,"like,",16
User-16_2025-06-30 17-23-05,1871.02,1872.02,"math problems,",16
User-16_2025-06-30 17-23-05,1872.1399999999999,1873.1,like word problems.,16
User-16_2025-06-30 17-23-05,1876.2,1877.68,Did it freeze?,16
User-16_2025-06-30 17-23-05,1878.58,1879.34,I can see.,16
User-16_2025-06-30 17-23-05,1879.72,1879.78,wait.,16
User-16_2025-06-30 17-23-05,1881.86,1883.4199999999998,you pressed the meta button.,16
User-16_2025-06-30 17-23-05,1883.78,1885.2,you may have accidentally hit the meta button.,16
User-16_2025-06-30 17-23-05,1885.56,1886.2,Okay.,16
User-16_2025-06-30 17-23-05,1886.82,1887.08,Okay.,16
User-16_2025-06-30 17-23-05,1888.6,1889.98,"Used to,",16
User-16_2025-06-30 17-23-05,1889.98,1890.34,"okay,",16
User-16_2025-06-30 17-23-05,1890.62,1891.18,"use one,",16
User-16_2025-06-30 17-23-05,1891.3,1892.06,"cup of,",16
User-16_2025-06-30 17-23-05,1892.48,1893.44,"one cup,",16
User-16_2025-06-30 17-23-05,1893.62,1894.74,"less beads,",16
User-16_2025-06-30 17-23-05,1895.48,1896.24,and carrots.,16
User-16_2025-06-30 17-23-05,1896.4199999999998,1896.68,Okay.,16
User-16_2025-06-30 17-23-05,1896.68,1896.76,Okay.,16
User-16_2025-06-30 17-23-05,1915.1,1920.06,Okay.,16
User-16_2025-06-30 17-23-05,1920.06,1920.1399999999999,Okay.,16
User-16_2025-06-30 17-23-05,1921.8799999999999,1922.86,Okay.,16
User-16_2025-06-30 17-23-05,1922.86,1923.84,Let's focus.,16
User-16_2025-06-30 17-23-05,1924.22,1924.96,use one quite long.,16
User-16_2025-06-30 17-23-05,1924.96,1925.58,Okay.,16
User-16_2025-06-30 17-23-05,1925.6399999999999,1926.48,Okay.,16
User-16_2025-06-30 17-23-05,1929.68,1930.6399999999999,"you know,",16
User-16_2025-06-30 17-23-05,1930.6399999999999,1932.84,"the most popular use Braille users don't,",16
User-16_2025-06-30 17-23-05,1935.6399999999999,1937.04,"you know,",16
User-16_2025-06-30 17-23-05,1937.08,1938.58,you don't get it?,16
User-16_2025-06-30 17-23-05,1938.58,1939.76,No few veralities here.,16
User-16_2025-06-30 17-23-05,1939.8,1941.84,"It's basically it's not Baz's system or anything,",16
User-16_2025-06-30 17-23-05,1941.86,1944.22,like a viability behavior.,16
User-16_2025-06-30 17-23-05,1944.56,1947.1599999999999,"So it was always about,",16
User-16_2025-06-30 17-23-05,1949.1399999999999,1950.2,it was always about to bring more power to it.,16
User-16_2025-06-30 17-23-05,1950.22,1950.98,"Now that I see what you have said,",16
User-16_2025-06-30 17-23-05,1950.98,1980.96,Thank you.,16
User-16_2025-06-30 17-23-05,1980.98,2010.96,Thank you.,16
User-16_2025-06-30 17-23-05,2010.98,2040.96,Thank you.,16
User-16_2025-06-30 17-23-05,2040.98,2042.98,Thank you.,16
